lad22cd,lad22nm,category,count_21
E09000017,Hillingdon,Europe: Other Europe: Rest of Europe: Other Europe,3924
E09000017,Hillingdon,Africa: North Africa,1680
E09000017,Hillingdon,Africa: Central and Western Africa: Ghana,736
E09000017,Hillingdon,Africa: Central and Western Africa: Nigeria,1514
E09000017,Hillingdon,Africa: Central and Western Africa: Other Central and Western Africa,961
E09000017,Hillingdon,Africa: South and Eastern Africa: Kenya,3670
E09000017,Hillingdon,Africa: South and Eastern Africa: Somalia,3281
E09000017,Hillingdon,Africa: South and Eastern Africa: South Africa,940
E09000017,Hillingdon,Africa: South and Eastern Africa: Zimbabwe,639
E09000017,Hillingdon,Africa: South and Eastern Africa: Other South and Eastern Africa,5040
E09000017,Hillingdon,Africa: Africa not otherwise specified,76
E09000017,Hillingdon,Middle East and Asia: Middle East: Iran,1126
E09000017,Hillingdon,Middle East and Asia: Middle East: Iraq,1228
E09000017,Hillingdon,Middle East and Asia: Middle East: Other Middle East,2256
E09000017,Hillingdon,Middle East and Asia: Eastern Asia: China,1125
E09000017,Hillingdon,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),1142
E09000017,Hillingdon,Middle East and Asia: Eastern Asia: Other Eastern Asia,394
E09000017,Hillingdon,Middle East and Asia: Southern Asia: Afghanistan,6324
E09000017,Hillingdon,Middle East and Asia: Southern Asia: India,27738
E09000017,Hillingdon,Middle East and Asia: Southern Asia: Pakistan,6466
E09000017,Hillingdon,Middle East and Asia: Southern Asia: Bangladesh,1927
E09000017,Hillingdon,Middle East and Asia: Southern Asia: Sri Lanka,5106
E09000017,Hillingdon,Middle East and Asia: Southern Asia: Other Southern Asia,2170
E09000017,Hillingdon,Middle East and Asia: South-East Asia: Philippines,1515
E09000017,Hillingdon,Middle East and Asia: South-East Asia: Malaysia,599
E09000017,Hillingdon,Middle East and Asia: South-East Asia: Singapore,320
E09000017,Hillingdon,Middle East and Asia: South-East Asia: Other South-East Asia,883
E09000017,Hillingdon,Middle East and Asia: Central Asia,117
E09000017,Hillingdon,The Americas and the Caribbean: North America: United States,909
E09000017,Hillingdon,The Americas and the Caribbean: North America: Canada,317
E09000017,Hillingdon,The Americas and the Caribbean: North America: Other North America,18
E09000017,Hillingdon,The Americas and the Caribbean: Central America: All Central American countries,101
E09000017,Hillingdon,The Americas and the Caribbean: South America: All South American countries,1572
E09000017,Hillingdon,The Americas and the Caribbean: The Caribbean: Jamaica,904
E09000017,Hillingdon,The Americas and the Caribbean: The Caribbean: Other Caribbean,1206
E09000017,Hillingdon,Antarctica and Oceania: Australasia: Australia,347
E09000017,Hillingdon,Antarctica and Oceania: Australasia: New Zealand,219
E09000017,Hillingdon,Antarctica and Oceania: Australasia: Other Australasia,0
E09000017,Hillingdon,Antarctica and Oceania: Other Oceania and Antarctica,163
E09000017,Hillingdon,Other,1
E09000018,Hounslow,Europe: United Kingdom: England,141720
E09000018,Hounslow,Europe: United Kingdom: Northern Ireland,744
E09000018,Hounslow,Europe: United Kingdom: Scotland,1961
E09000018,Hounslow,Europe: United Kingdom: Wales,1099
E09000018,Hounslow,Europe: United Kingdom: Great Britain not otherwise specified,5
E09000018,Hounslow,Europe: United Kingdom: United Kingdom not otherwise specified,26
E09000018,Hounslow,Europe: Other Europe: EU countries: Member countries in March 2001: Ireland,2593
E09000018,Hounslow,Europe: Other Europe: EU countries: Member countries in March 2001: France,1391
E09000018,Hounslow,Europe: Other Europe: EU countries: Member countries in March 2001: Germany,1061
E09000018,Hounslow,Europe: Other Europe: EU countries: Member countries in March 2001: Italy,2507
E09000018,Hounslow,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores),2031
E09000018,Hounslow,Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands),1400
E09000018,Hounslow,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001,2398
E09000018,Hounslow,Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Lithuania,1556
E09000018,Hounslow,Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Poland,11105
E09000018,Hounslow,Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Romania,5443
