lad22cd,lad22nm,category,count_21
E09000023,Lewisham,Arrived in the UK: Aged 5 to 7 years,4086
E09000023,Lewisham,Arrived in the UK: Aged 8 to 9 years,2934
E09000023,Lewisham,Arrived in the UK: Aged 10 to 14 years,6893
E09000023,Lewisham,Arrived in the UK: Aged 15 years,1654
E09000023,Lewisham,Arrived in the UK: Aged 16 to 17 years,4410
E09000023,Lewisham,Arrived in the UK: Aged 18 to 19 years,6965
E09000023,Lewisham,Arrived in the UK: Aged 20 to 24 years,21292
E09000023,Lewisham,Arrived in the UK: Aged 25 to 29 years,20912
E09000023,Lewisham,Arrived in the UK: Aged 30 to 44 years,23768
E09000023,Lewisham,Arrived in the UK: Aged 45 to 59 years,4515
E09000023,Lewisham,Arrived in the UK: Aged 60 to 64 years,515
E09000023,Lewisham,Arrived in the UK: Aged 65 to 74 years,512
E09000023,Lewisham,Arrived in the UK: Aged 75 to 84 years,183
E09000023,Lewisham,Arrived in the UK: Aged 85 to 89 years,20
E09000023,Lewisham,Arrived in the UK: Aged 90 years and over,6
E09000024,Merton,Born in the UK,127245
E09000024,Merton,Arrived in the UK: Aged 0 to 4 years,6906
E09000024,Merton,Arrived in the UK: Aged 5 to 7 years,3069
E09000024,Merton,Arrived in the UK: Aged 8 to 9 years,1930
E09000024,Merton,Arrived in the UK: Aged 10 to 14 years,4765
E09000024,Merton,Arrived in the UK: Aged 15 years,1102
E09000024,Merton,Arrived in the UK: Aged 16 to 17 years,2922
E09000024,Merton,Arrived in the UK: Aged 18 to 19 years,4968
E09000024,Merton,Arrived in the UK: Aged 20 to 24 years,17963
E09000024,Merton,Arrived in the UK: Aged 25 to 29 years,17570
E09000024,Merton,Arrived in the UK: Aged 30 to 44 years,20747
E09000024,Merton,Arrived in the UK: Aged 45 to 59 years,4649
E09000024,Merton,Arrived in the UK: Aged 60 to 64 years,540
E09000024,Merton,Arrived in the UK: Aged 65 to 74 years,609
E09000024,Merton,Arrived in the UK: Aged 75 to 84 years,180
E09000024,Merton,Arrived in the UK: Aged 85 to 89 years,17
E09000024,Merton,Arrived in the UK: Aged 90 years and over,5
E09000025,Newham,Born in the UK,162447
E09000025,Newham,Arrived in the UK: Aged 0 to 4 years,14676
E09000025,Newham,Arrived in the UK: Aged 5 to 7 years,7281
E09000025,Newham,Arrived in the UK: Aged 8 to 9 years,4762
E09000025,Newham,Arrived in the UK: Aged 10 to 14 years,11883
