lad22cd,lad22nm,lsoa21cd,All household members have the same ethnic group,Any other combination of multiple ethnic identities,Ethnic groups differ between generations but not within partnerships,Ethnic groups differ within partnerships,One-person household
E09000030,Tower Hamlets,E01004281,347,57,29,91,307
E09000030,Tower Hamlets,E01004283,367,56,20,55,258
E09000030,Tower Hamlets,E01004286,436,39,33,50,259
E09000030,Tower Hamlets,E01004287,404,49,32,63,306
E09000030,Tower Hamlets,E01004288,293,27,22,34,149
E09000030,Tower Hamlets,E01004289,294,73,22,45,236
E09000030,Tower Hamlets,E01004290,196,82,10,57,230
E09000030,Tower Hamlets,E01004291,325,51,21,121,533
E09000030,Tower Hamlets,E01004292,278,108,13,110,309
E09000030,Tower Hamlets,E01004293,385,72,19,135,522
E09000030,Tower Hamlets,E01004295,281,39,22,24,134
E09000030,Tower Hamlets,E01004296,285,56,23,52,268
E09000030,Tower Hamlets,E01004297,342,59,14,130,364
E09000030,Tower Hamlets,E01004298,296,45,27,28,239
E09000030,Tower Hamlets,E01004300,245,20,16,36,205
E09000030,Tower Hamlets,E01004301,233,35,8,23,114
E09000030,Tower Hamlets,E01004302,368,39,18,38,174
E09000030,Tower Hamlets,E01004303,393,89,37,90,358
E09000030,Tower Hamlets,E01004304,349,54,17,37,196
E09000030,Tower Hamlets,E01004305,367,49,25,40,218
E09000030,Tower Hamlets,E01004306,280,113,16,73,205
E09000030,Tower Hamlets,E01004307,301,102,17,123,471
E09000030,Tower Hamlets,E01004308,237,69,13,37,148
E09000030,Tower Hamlets,E01004309,428,82,26,43,323
E09000030,Tower Hamlets,E01004310,329,85,7,52,320
E09000030,Tower Hamlets,E01004311,277,67,15,41,244
E09000030,Tower Hamlets,E01004312,265,76,21,30,236
E09000030,Tower Hamlets,E01004313,377,95,35,58,247
E09000030,Tower Hamlets,E01004315,266,80,21,70,281
E09000030,Tower Hamlets,E01004316,185,60,25,26,159
E09000030,Tower Hamlets,E01004319,313,78,19,25,160
E09000030,Tower Hamlets,E01004321,299,47,7,43,315
E09000030,Tower Hamlets,E01004322,203,39,15,38,207
E09000030,Tower Hamlets,E01004323,232,62,9,35,142
E09000030,Tower Hamlets,E01004324,279,41,16,16,133
E09000030,Tower Hamlets,E01004326,240,74,19,50,240
E09000031,Waltham Forest,E01004327,201,46,34,44,140
E09000031,Waltham Forest,E01004328,305,81,50,63,172
E09000031,Waltham Forest,E01004329,314,91,44,44,178
E09000031,Waltham Forest,E01004330,325,66,36,64,134
E09000031,Waltham Forest,E01004331,298,73,47,56,201
E09000031,Waltham Forest,E01004332,291,71,45,62,164
E09000031,Waltham Forest,E01004333,271,66,53,57,164
E09000031,Waltham Forest,E01004334,236,31,72,43,255
E09000031,Waltham Forest,E01004335,290,32,107,39,177
E09000031,Waltham Forest,E01004336,231,116,41,30,146
E09000031,Waltham Forest,E01004337,290,91,48,69,219
E09000031,Waltham Forest,E01004338,272,83,51,44,130
E09000031,Waltham Forest,E01004339,259,57,96,65,184
E09000031,Waltham Forest,E01004340,309,50,64,54,221
E09000031,Waltham Forest,E01004341,250,50,74,53,238
E09000031,Waltham Forest,E01004342,340,113,60,66,210
E09000031,Waltham Forest,E01004343,351,28,38,91,139
E09000031,Waltham Forest,E01004344,327,29,57,60,194
E09000031,Waltham Forest,E01004345,327,56,61,55,125
E09000031,Waltham Forest,E01004346,326,31,32,61,107
E09000031,Waltham Forest,E01004347,394,45,46,92,232
E09000031,Waltham Forest,E01004348,437,67,87,110,272
E09000031,Waltham Forest,E01004349,336,6,39,35,131
E09000031,Waltham Forest,E01004350,333,13,39,46,484
E09000031,Waltham Forest,E01004351,368,7,33,64,173
E09000031,Waltham Forest,E01004352,397,31,9,79,297
E09000031,Waltham Forest,E01004353,419,6,31,72,270
E09000031,Waltham Forest,E01004354,384,16,34,79,236
E09000031,Waltham Forest,E01004355,358,17,32,45,221
E09000031,Waltham Forest,E01004356,348,25,46,47,124
E09000031,Waltham Forest,E01004357,343,14,39,46,132
E09000031,Waltham Forest,E01004358,328,19,41,51,349
E09000031,Waltham Forest,E01004359,363,14,28,63,142
E09000031,Waltham Forest,E01004360,311,13,23,40,105
E09000031,Waltham Forest,E01004361,301,14,21,40,116
E09000031,Waltham Forest,E01004362,243,55,44,77,257
E09000031,Waltham Forest,E01004363,277,40,34,55,100
E09000031,Waltham Forest,E01004364,294,44,51,35,139
E09000031,Waltham Forest,E01004365,337,107,43,43,170
E09000031,Waltham Forest,E01004366,296,84,38,61,163
E09000031,Waltham Forest,E01004367,276,43,37,46,135
E09000031,Waltham Forest,E01004368,300,74,49,58,239
E09000031,Waltham Forest,E01004369,287,66,45,69,148
E09000031,Waltham Forest,E01004370,272,78,28,82,176
E09000031,Waltham Forest,E01004371,255,96,46,64,154
E09000031,Waltham Forest,E01004372,250,83,42,131,238
E09000031,Waltham Forest,E01004373,264,72,39,75,171
E09000031,Waltham Forest,E01004374,292,84,43,83,186
E09000031,Waltham Forest,E01004375,298,90,45,60,154
E09000031,Waltham Forest,E01004376,291,107,31,63,162
E09000031,Waltham Forest,E01004377,359,27,40,65,135
E09000031,Waltham Forest,E01004378,350,27,39,73,188
E09000031,Waltham Forest,E01004379,303,20,26,58,116
E09000031,Waltham Forest,E01004380,341,17,32,51,166
E09000031,Waltham Forest,E01004381,377,23,33,68,173
E09000031,Waltham Forest,E01004382,285,28,57,46,202
E09000031,Waltham Forest,E01004383,346,24,28,55,122
E09000031,Waltham Forest,E01004384,354,15,56,46,224
E09000031,Waltham Forest,E01004385,286,11,38,47,268
E09000031,Waltham Forest,E01004386,408,8,22,62,142
E09000031,Waltham Forest,E01004387,338,19,19,55,94
E09000031,Waltham Forest,E01004388,306,15,21,54,253
E09000031,Waltham Forest,E01004389,352,11,33,54,256
E09000031,Waltham Forest,E01004390,353,12,34,47,206
E09000031,Waltham Forest,E01004391,291,59,36,102,358
E09000031,Waltham Forest,E01004392,344,73,67,109,286
E09000031,Waltham Forest,E01004393,321,260,36,64,342
E09000031,Waltham Forest,E01004394,301,47,56,68,272
E09000031,Waltham Forest,E01004395,279,40,36,72,138
E09000031,Waltham Forest,E01004396,303,52,56,63,173
E09000031,Waltham Forest,E01004397,378,102,44,88,237
E09000031,Waltham Forest,E01004398,347,34,74,56,168
E09000031,Waltham Forest,E01004399,307,27,74,39,147
E09000031,Waltham Forest,E01004400,317,24,47,59,194
E09000031,Waltham Forest,E01004401,374,55,51,87,236
E09000031,Waltham Forest,E01004402,323,30,59,57,194
E09000031,Waltham Forest,E01004403,341,25,53,53,130
E09000031,Waltham Forest,E01004404,291,61,54,107,369
E09000031,Waltham Forest,E01004405,262,37,46,56,165
E09000031,Waltham Forest,E01004406,285,61,45,66,274
E09000031,Waltham Forest,E01004407,162,27,48,87,169
E09000031,Waltham Forest,E01004408,317,34,52,91,182
E09000031,Waltham Forest,E01004409,271,43,43,68,286
E09000031,Waltham Forest,E01004410,307,43,77,75,350
E09000031,Waltham Forest,E01004411,273,74,35,78,188
E09000031,Waltham Forest,E01004412,303,40,35,116,246
E09000031,Waltham Forest,E01004413,320,13,39,55,258
E09000031,Waltham Forest,E01004414,340,20,39,67,149
E09000031,Waltham Forest,E01004415,327,13,38,43,162
E09000031,Waltham Forest,E01004416,370,17,35,70,140
E09000031,Waltham Forest,E01004417,309,20,41,65,215
E09000031,Waltham Forest,E01004418,330,17,53,67,182
E09000031,Waltham Forest,E01004419,264,23,27,37,169
E09000031,Waltham Forest,E01004420,326,58,50,57,299
E09000031,Waltham Forest,E01004421,316,47,41,75,125
E09000031,Waltham Forest,E01004422,298,29,57,58,147
E09000031,Waltham Forest,E01004423,227,62,38,35,192
E09000031,Waltham Forest,E01004424,283,56,66,49,173
E09000031,Waltham Forest,E01004425,360,64,74,91,259
E09000031,Waltham Forest,E01004426,329,64,68,55,217
E09000031,Waltham Forest,E01004427,354,47,62,112,277
E09000031,Waltham Forest,E01004428,285,19,94,57,198
E09000031,Waltham Forest,E01004429,308,54,53,52,186
E09000031,Waltham Forest,E01004430,355,107,52,66,247
E09000031,Waltham Forest,E01004432,302,55,42,73,180
E09000031,Waltham Forest,E01004434,321,52,79,53,232
E09000031,Waltham Forest,E01004435,317,70,80,67,215
E09000031,Waltham Forest,E01004436,239,74,47,66,154
E09000031,Waltham Forest,E01004437,277,58,54,67,306
E09000031,Waltham Forest,E01004438,321,114,34,69,234
E09000031,Waltham Forest,E01004439,264,68,42,70,175
E09000031,Waltham Forest,E01004440,327,117,36,114,200
E09000031,Waltham Forest,E01004441,292,67,28,60,188
E09000031,Waltham Forest,E01004442,259,92,45,107,165
E09000031,Waltham Forest,E01004443,361,82,37,42,169
E09000031,Waltham Forest,E01004444,443,101,95,96,350
E09000031,Waltham Forest,E01004445,183,26,26,46,119
E09000031,Waltham Forest,E01004446,319,57,47,77,177
E09000031,Waltham Forest,E01004447,310,52,39,70,182
E09000031,Waltham Forest,E01004448,294,43,88,108,226
E09000031,Waltham Forest,E01004449,254,39,71,56,179
E09000031,Waltham Forest,E01004450,361,18,38,59,129
E09000031,Waltham Forest,E01004451,378,21,47,47,148
E09000031,Waltham Forest,E01004452,350,26,38,39,239
E09000031,Waltham Forest,E01004453,318,14,49,63,214
E09000031,Waltham Forest,E01004454,359,21,31,54,175
E09000031,Waltham Forest,E01004455,284,33,39,51,137
E09000031,Waltham Forest,E01004456,292,20,60,30,137
E09000031,Waltham Forest,E01004457,315,54,58,87,224
E09000031,Waltham Forest,E01004458,327,46,56,64,188
E09000031,Waltham Forest,E01004459,288,15,81,33,118
E09000031,Waltham Forest,E01004460,313,50,44,81,183
E09000031,Waltham Forest,E01004462,283,55,46,68,187
E09000031,Waltham Forest,E01004463,349,61,61,106,329
E09000031,Waltham Forest,E01004464,254,23,69,43,254
E09000031,Waltham Forest,E01004465,252,28,29,77,157
E09000031,Waltham Forest,E01004466,303,37,34,84,180
E09000031,Waltham Forest,E01004467,321,50,68,101,341
E09000031,Waltham Forest,E01004468,303,36,36,75,207
E09000031,Waltham Forest,E01004469,269,25,49,53,231
E09000031,Waltham Forest,E01004470,232,40,43,79,208
E09000031,Waltham Forest,E01004471,295,33,66,64,210
E09000032,Wandsworth,E01004472,405,77,20,97,268
E09000032,Wandsworth,E01004473,335,73,20,100,218
E09000032,Wandsworth,E01004474,388,77,16,108,329
E09000032,Wandsworth,E01004475,279,56,16,90,181
E09000032,Wandsworth,E01004476,255,72,18,76,278
E09000032,Wandsworth,E01004477,328,44,15,93,127
E09000032,Wandsworth,E01004478,288,39,16,87,108
E09000032,Wandsworth,E01004479,318,43,14,61,177
E09000032,Wandsworth,E01004480,318,87,21,87,165
E09000032,Wandsworth,E01004481,330,122,24,71,169
E09000032,Wandsworth,E01004482,278,61,45,71,171
E09000032,Wandsworth,E01004483,438,88,33,119,333
E09000032,Wandsworth,E01004484,306,60,28,67,191
E09000032,Wandsworth,E01004485,321,82,25,64,199
E09000032,Wandsworth,E01004486,288,53,20,92,331
E09000032,Wandsworth,E01004487,296,48,20,83,268
E09000032,Wandsworth,E01004488,278,38,22,79,208
E09000032,Wandsworth,E01004489,250,41,31,59,231
E09000032,Wandsworth,E01004490,338,36,14,82,144
E09000032,Wandsworth,E01004491,283,48,45,58,537
E09000032,Wandsworth,E01004492,313,75,35,88,233
E09000032,Wandsworth,E01004493,358,42,22,107,274
E09000032,Wandsworth,E01004494,339,65,26,82,250
E09000032,Wandsworth,E01004495,259,49,48,47,120
E09000032,Wandsworth,E01004496,425,82,17,122,305
E09000032,Wandsworth,E01004497,286,42,21,69,123
E09000032,Wandsworth,E01004498,364,55,18,110,237
E09000032,Wandsworth,E01004499,301,71,24,95,222
E09000032,Wandsworth,E01004500,293,93,20,79,322
E09000032,Wandsworth,E01004501,289,72,31,69,251
E09000032,Wandsworth,E01004502,317,46,22,101,184
E09000032,Wandsworth,E01004503,315,56,19,96,252
E09000032,Wandsworth,E01004504,302,48,16,79,121
E09000032,Wandsworth,E01004505,294,69,17,112,346
E09000032,Wandsworth,E01004506,373,82,15,130,355
E09000032,Wandsworth,E01004507,361,72,20,130,379
E09000032,Wandsworth,E01004508,409,98,27,109,343
E09000032,Wandsworth,E01004510,369,89,30,113,316
E09000032,Wandsworth,E01004511,335,86,19,101,171
E09000032,Wandsworth,E01004512,295,47,23,69,184
E09000032,Wandsworth,E01004513,357,73,45,95,263
E09000032,Wandsworth,E01004514,394,63,20,72,250
E09000032,Wandsworth,E01004515,296,83,35,98,227
E09000032,Wandsworth,E01004516,264,33,36,86,91
E09000032,Wandsworth,E01004517,319,74,45,104,268
E09000032,Wandsworth,E01004518,310,42,45,78,175
E09000032,Wandsworth,E01004519,306,58,36,73,159
E09000032,Wandsworth,E01004520,240,20,43,60,96
E09000032,Wandsworth,E01004521,339,61,60,93,215
E09000032,Wandsworth,E01004522,295,39,44,80,170
E09000032,Wandsworth,E01004523,250,35,42,69,326
E09000032,Wandsworth,E01004524,273,30,56,60,355
E09000032,Wandsworth,E01004525,313,107,38,67,134
E09000032,Wandsworth,E01004526,280,70,29,68,208
E09000032,Wandsworth,E01004527,293,57,32,65,131
E09000032,Wandsworth,E01004528,274,44,68,55,214
E09000032,Wandsworth,E01004529,389,79,47,122,265
E09000032,Wandsworth,E01004530,340,80,45,83,241
E09000032,Wandsworth,E01004531,308,52,69,68,152
E09000032,Wandsworth,E01004532,274,57,42,78,193
E09000032,Wandsworth,E01004533,284,29,51,63,142
E09000032,Wandsworth,E01004534,379,77,21,97,251
E09000032,Wandsworth,E01004535,302,33,105,48,243
E09000032,Wandsworth,E01004536,319,108,86,91,324
E09000032,Wandsworth,E01004537,338,81,63,41,276
E09000032,Wandsworth,E01004538,333,69,85,70,352
E09000032,Wandsworth,E01004539,327,65,93,69,246
E09000032,Wandsworth,E01004540,359,69,55,103,416
E09000032,Wandsworth,E01004541,256,66,67,52,321
E09000032,Wandsworth,E01004542,332,35,25,79,147
E09000032,Wandsworth,E01004543,354,67,34,76,186
E09000032,Wandsworth,E01004544,289,48,16,82,171
E09000032,Wandsworth,E01004545,289,73,12,90,386
E09000032,Wandsworth,E01004546,328,43,21,81,167
E09000032,Wandsworth,E01004547,227,41,21,73,189
E09000032,Wandsworth,E01004548,376,88,36,100,454
E09000032,Wandsworth,E01004549,298,47,22,73,232
E09000032,Wandsworth,E01004550,258,41,38,76,157
E09000032,Wandsworth,E01004551,345,66,50,98,325
E09000032,Wandsworth,E01004552,399,130,20,112,252
E09000032,Wandsworth,E01004553,344,66,19,78,259
E09000032,Wandsworth,E01004554,328,52,17,85,171
E09000032,Wandsworth,E01004555,329,37,19,100,102
E09000032,Wandsworth,E01004556,332,31,12,92,123
E09000032,Wandsworth,E01004557,288,41,26,96,199
E09000032,Wandsworth,E01004558,346,50,14,90,175
E09000032,Wandsworth,E01004559,280,36,20,64,103
E09000032,Wandsworth,E01004560,375,71,36,112,365
E09000032,Wandsworth,E01004563,303,89,77,67,343
E09000032,Wandsworth,E01004564,424,88,52,95,298
E09000032,Wandsworth,E01004565,308,46,32,72,220
E09000032,Wandsworth,E01004566,278,52,20,95,376
E09000032,Wandsworth,E01004567,416,66,92,89,319
E09000032,Wandsworth,E01004568,172,26,51,38,171
E09000032,Wandsworth,E01004569,331,92,52,52,210
E09000032,Wandsworth,E01004570,294,99,41,44,267
E09000032,Wandsworth,E01004571,324,84,54,53,257
E09000032,Wandsworth,E01004572,250,46,31,64,194
E09000032,Wandsworth,E01004573,281,48,40,49,213
E09000032,Wandsworth,E01004574,317,48,96,38,228
E09000032,Wandsworth,E01004575,272,65,38,26,290
E09000032,Wandsworth,E01004576,271,44,32,75,170
E09000032,Wandsworth,E01004577,356,79,32,97,343
E09000032,Wandsworth,E01004579,312,60,30,67,275
E09000032,Wandsworth,E01004580,369,106,41,89,287
E09000032,Wandsworth,E01004581,335,76,41,85,355
E09000032,Wandsworth,E01004582,355,121,41,128,331
E09000032,Wandsworth,E01004583,298,69,41,92,376
E09000032,Wandsworth,E01004584,293,48,92,43,227
E09000032,Wandsworth,E01004585,391,90,26,90,261
E09000032,Wandsworth,E01004586,356,98,19,86,289
E09000032,Wandsworth,E01004587,312,88,23,89,223
E09000032,Wandsworth,E01004588,391,94,24,106,243
E09000032,Wandsworth,E01004589,371,68,14,89,164
E09000032,Wandsworth,E01004590,346,49,40,74,298
E09000032,Wandsworth,E01004591,310,105,36,77,283
E09000032,Wandsworth,E01004592,344,35,44,73,299
E09000032,Wandsworth,E01004593,369,60,26,96,301
E09000032,Wandsworth,E01004594,319,45,13,80,133
E09000032,Wandsworth,E01004595,354,55,24,111,252
E09000032,Wandsworth,E01004596,296,46,18,117,169
E09000032,Wandsworth,E01004597,365,42,31,96,245
E09000032,Wandsworth,E01004598,373,64,24,108,249
E09000032,Wandsworth,E01004599,304,28,20,96,127
E09000032,Wandsworth,E01004601,407,66,57,126,350
E09000032,Wandsworth,E01004602,316,66,14,98,212
E09000032,Wandsworth,E01004604,350,40,18,88,97
E09000032,Wandsworth,E01004605,346,40,30,101,268
E09000032,Wandsworth,E01004606,361,65,12,92,224
E09000032,Wandsworth,E01004607,351,44,19,101,203
E09000032,Wandsworth,E01004608,298,80,25,113,269
E09000032,Wandsworth,E01004609,389,112,18,142,335
E09000032,Wandsworth,E01004610,329,101,40,54,108
E09000032,Wandsworth,E01004611,274,59,40,67,130
E09000032,Wandsworth,E01004612,295,80,32,50,101
E09000032,Wandsworth,E01004613,247,84,52,43,251
E09000032,Wandsworth,E01004614,344,125,35,82,269
E09000032,Wandsworth,E01004615,326,45,76,53,257
E09000032,Wandsworth,E01004616,332,158,34,85,207
E09000032,Wandsworth,E01004617,258,103,32,46,199
E09000032,Wandsworth,E01004618,260,68,22,68,109
E09000032,Wandsworth,E01004619,276,38,22,64,136
E09000032,Wandsworth,E01004620,349,42,24,81,206
E09000032,Wandsworth,E01004621,321,50,18,86,184
E09000032,Wandsworth,E01004622,209,39,25,54,206
E09000032,Wandsworth,E01004623,372,51,23,77,189
E09000032,Wandsworth,E01004624,315,63,25,81,140
E09000032,Wandsworth,E01004625,272,30,11,71,85
E09000032,Wandsworth,E01004626,345,31,12,109,227
E09000032,Wandsworth,E01004627,310,54,25,83,159
E09000032,Wandsworth,E01004628,407,64,44,107,289
E09000032,Wandsworth,E01004629,284,40,32,105,148
E09000032,Wandsworth,E01004630,311,56,76,49,187
E09000032,Wandsworth,E01004631,270,36,41,51,245
E09000032,Wandsworth,E01004632,278,60,37,68,150
E09000032,Wandsworth,E01004633,288,57,67,45,166
E09000032,Wandsworth,E01004634,263,54,32,83,265
E09000032,Wandsworth,E01004635,309,48,25,89,220
E09000032,Wandsworth,E01004636,271,45,44,83,207
E09000032,Wandsworth,E01004637,272,62,28,61,179
E09000032,Wandsworth,E01004638,293,31,10,83,102
E09000032,Wandsworth,E01004639,335,68,25,81,274
E09000032,Wandsworth,E01004640,344,70,14,112,257
E09000032,Wandsworth,E01004641,326,69,40,104,279
E09000032,Wandsworth,E01004642,309,54,48,77,273
E09000032,Wandsworth,E01004643,350,58,59,94,290
E09000032,Wandsworth,E01004644,370,57,40,77,326
E09000032,Wandsworth,E01004645,341,76,68,51,308
E09000033,Westminster,E01004646,306,45,38,63,164
E09000033,Westminster,E01004647,253,46,26,83,277
E09000033,Westminster,E01004648,407,90,37,138,450
E09000033,Westminster,E01004649,317,49,23,66,261
E09000033,Westminster,E01004650,336,64,44,123,365
E09000033,Westminster,E01004651,334,48,30,107,618
E09000033,Westminster,E01004652,272,102,19,114,451
E09000033,Westminster,E01004653,249,57,44,129,450
E09000033,Westminster,E01004654,345,86,38,165,570
E09000033,Westminster,E01004656,310,73,40,142,613
E09000033,Westminster,E01004657,219,64,8,105,431
E09000033,Westminster,E01004658,217,52,32,53,390
E09000033,Westminster,E01004659,280,89,19,107,466
E09000033,Westminster,E01004660,314,73,25,109,352
E09000033,Westminster,E01004661,241,90,40,97,424
E09000033,Westminster,E01004662,276,94,16,113,541
E09000033,Westminster,E01004663,290,54,28,98,381
E09000033,Westminster,E01004665,242,39,65,39,226
E09000033,Westminster,E01004668,276,37,41,63,228
E09000033,Westminster,E01004669,270,60,51,49,328
E09000033,Westminster,E01004670,413,32,116,62,325
E09000033,Westminster,E01004674,288,60,98,90,307
E09000033,Westminster,E01004675,342,77,88,101,490
E09000033,Westminster,E01004676,251,61,65,99,318
E09000033,Westminster,E01004677,299,82,44,99,352
E09000033,Westminster,E01004678,266,82,77,123,341
E09000033,Westminster,E01004679,324,60,106,117,328
E09000033,Westminster,E01004680,221,50,21,110,306
E09000033,Westminster,E01004681,309,109,34,154,544
E09000033,Westminster,E01004682,190,58,17,93,407
E09000033,Westminster,E01004683,247,79,27,114,300
E09000033,Westminster,E01004684,189,46,37,75,354
E09000033,Westminster,E01004686,217,41,23,59,508
E09000033,Westminster,E01004687,242,79,19,106,353
E09000033,Westminster,E01004690,211,67,25,89,235
E09000033,Westminster,E01004691,213,65,26,85,427
E09000033,Westminster,E01004692,233,53,20,83,255
E09000033,Westminster,E01004693,206,46,17,107,359
E09000033,Westminster,E01004694,244,62,27,147,469
E09000033,Westminster,E01004695,217,68,6,73,305
E09000033,Westminster,E01004696,249,44,50,71,346
E09000033,Westminster,E01004697,229,68,18,117,384
E09000033,Westminster,E01004698,201,71,23,82,377
E09000033,Westminster,E01004699,340,123,26,136,540
E09000033,Westminster,E01004700,238,74,32,113,484
E09000033,Westminster,E01004701,270,45,18,111,399
E09000033,Westminster,E01004702,408,69,98,89,330
E09000033,Westminster,E01004703,373,93,38,155,368
E09000033,Westminster,E01004705,239,48,30,119,264
E09000033,Westminster,E01004706,264,98,30,124,219
E09000033,Westminster,E01004707,370,96,46,160,223
E09000033,Westminster,E01004708,260,63,46,95,324
E09000033,Westminster,E01004709,211,58,52,87,260
E09000033,Westminster,E01004710,264,42,72,62,195
E09000033,Westminster,E01004711,305,38,76,75,265
E09000033,Westminster,E01004712,250,77,18,103,394
E09000033,Westminster,E01004713,296,94,17,117,415
E09000033,Westminster,E01004714,318,100,30,154,575
E09000033,Westminster,E01004715,156,57,30,57,344
E09000033,Westminster,E01004716,316,77,17,119,375
E09000033,Westminster,E01004717,240,77,15,93,473
E09000033,Westminster,E01004718,300,67,104,70,309
E09000033,Westminster,E01004719,319,36,91,97,243
E09000033,Westminster,E01004720,338,44,96,68,231
E09000033,Westminster,E01004721,315,46,86,79,353
E09000033,Westminster,E01004722,373,41,128,62,245
E09000033,Westminster,E01004723,345,70,94,85,403
E09000033,Westminster,E01004724,278,59,49,80,384
E09000033,Westminster,E01004725,228,40,48,54,429
E09000033,Westminster,E01004726,300,78,32,77,337
E09000033,Westminster,E01004727,349,104,29,118,377
E09000033,Westminster,E01004728,255,52,43,79,379
E09000033,Westminster,E01004729,218,50,47,74,467
E09000033,Westminster,E01004730,308,52,26,94,324
E09000033,Westminster,E01004731,301,54,23,95,437
E09000033,Westminster,E01004732,196,29,41,59,372
E09000033,Westminster,E01004733,340,62,25,105,394
E09000033,Westminster,E01004734,298,83,22,90,611
E09000033,Westminster,E01004735,228,54,21,93,581
E09000033,Westminster,E01004736,212,54,5,79,379
E09000033,Westminster,E01004737,255,18,30,67,313
E09000033,Westminster,E01004740,248,37,34,64,393
E09000033,Westminster,E01004741,200,42,32,57,367
E09000033,Westminster,E01004742,254,51,16,89,369
E09000033,Westminster,E01004743,253,25,42,58,335
E09000033,Westminster,E01004744,213,14,29,75,413
E09000033,Westminster,E01004746,230,30,62,58,377
E09000033,Westminster,E01004747,387,79,48,104,509
E09000033,Westminster,E01004748,202,40,26,94,253
E09000033,Westminster,E01004749,426,80,39,122,518
E09000033,Westminster,E01004750,279,49,28,69,526
E09000033,Westminster,E01004751,331,67,13,96,436
E09000033,Westminster,E01004752,278,54,38,72,463
E09000033,Westminster,E01004753,300,62,33,103,543
E09000033,Westminster,E01004754,218,40,68,55,219
E09000033,Westminster,E01004755,237,74,81,74,290
E09000033,Westminster,E01004756,327,96,68,119,463
E09000033,Westminster,E01004757,241,59,77,51,172
E09000033,Westminster,E01004760,260,56,55,79,321
E09000033,Westminster,E01004761,236,108,22,125,594
E09000033,Westminster,E01004762,307,94,27,105,603
E09000033,Westminster,E01004763,230,112,14,108,612
E09000033,Westminster,E01004765,294,84,42,134,549
E09000033,Westminster,E01032512,386,71,124,101,307
E09000033,Westminster,E01032513,190,26,54,63,234
E09000006,Bromley,E01032562,328,12,47,39,197
E09000006,Bromley,E01032563,324,9,15,65,155
E09000023,Lewisham,E01032564,260,11,51,39,147
E09000023,Lewisham,E01032565,234,11,40,67,292
E09000004,Bexley,E01032566,412,11,28,38,258
E09000011,Greenwich,E01032567,337,23,46,46,137
E09000006,Bromley,E01032568,332,9,35,42,229
E09000008,Croydon,E01032569,358,13,99,49,141
E09000006,Bromley,E01032570,433,7,7,27,195
E09000009,Ealing,E01032572,276,51,21,100,310
E09000018,Hounslow,E01032573,345,61,25,142,444
E09000010,Enfield,E01032574,372,32,94,50,147
E09000014,Haringey,E01032575,316,35,80,48,193
E09000015,Harrow,E01032576,366,25,24,39,66
E09000017,Hillingdon,E01032577,391,15,33,56,106
E09000023,Lewisham,E01032579,225,47,67,45,327
E09000002,Barking and Dagenham,E01032580,264,33,41,29,104
E09000026,Redbridge,E01032581,312,21,62,52,252
E09000022,Lambeth,E01032582,330,87,55,74,374
E09000028,Southwark,E01032583,215,77,22,65,265
E09000028,Southwark,E01032584,192,67,53,56,209
E09000029,Sutton,E01032623,419,17,18,73,92
E09000028,Southwark,E01032637,223,34,6,100,278
E09000028,Southwark,E01032638,223,62,5,91,272
E09000028,Southwark,E01032639,284,107,31,72,194
E09000028,Southwark,E01032640,225,65,7,122,253
E09000028,Southwark,E01032646,256,121,21,112,227
E09000028,Southwark,E01032719,158,67,43,64,291
E09000001,City of London,E01032739,150,38,5,74,409
E09000001,City of London,E01032740,162,32,2,66,457
E09000016,Havering,E01032741,213,10,10,43,387
E09000016,Havering,E01032742,294,7,11,42,290
E09000009,Ealing,E01032743,391,42,95,72,218
E09000009,Ealing,E01032744,251,25,41,29,140
E09000030,Tower Hamlets,E01032764,244,67,21,68,243
E09000030,Tower Hamlets,E01032765,237,62,18,30,173
E09000030,Tower Hamlets,E01032767,251,136,8,80,292
E09000030,Tower Hamlets,E01032768,255,50,13,102,276
E09000030,Tower Hamlets,E01032769,227,44,17,87,218
E09000030,Tower Hamlets,E01032770,230,49,18,63,212
E09000030,Tower Hamlets,E01032771,190,33,13,71,239
E09000030,Tower Hamlets,E01032772,185,30,11,37,281
E09000030,Tower Hamlets,E01032774,242,37,30,63,211
E09000030,Tower Hamlets,E01032775,166,34,16,57,190
E09000030,Tower Hamlets,E01032776,198,37,13,66,317
E09000030,Tower Hamlets,E01032777,216,45,20,55,178
E09000030,Tower Hamlets,E01032779,200,50,18,77,220
E09000030,Tower Hamlets,E01032780,249,85,13,106,194
E09000030,Tower Hamlets,E01032781,326,66,18,134,294
E09000030,Tower Hamlets,E01032782,261,52,31,68,364
E09000030,Tower Hamlets,E01032783,292,64,24,88,330
E09000030,Tower Hamlets,E01032784,369,81,37,74,256
E09000030,Tower Hamlets,E01032785,265,73,20,77,181
E09000030,Tower Hamlets,E01032786,299,51,21,34,269
E09000030,Tower Hamlets,E01032787,432,76,39,38,208
E09000013,Hammersmith and Fulham,E01032788,221,38,39,40,158
E09000013,Hammersmith and Fulham,E01032789,195,41,34,57,259
E09000013,Hammersmith and Fulham,E01032790,186,35,32,66,238
E09000028,Southwark,E01032803,238,106,15,105,194
E09000028,Southwark,E01032834,195,41,3,114,313
E09000018,Hounslow,E01033000,344,27,56,57,179
E09000018,Hounslow,E01033030,411,24,31,73,234
E09000018,Hounslow,E01033081,241,23,34,80,271
E09000018,Hounslow,E01033082,215,29,27,61,327
