category,lad22cd,lad22nm,ward22cd,ward22nm,count_21,count_11,change
Occupancy rating of bedrooms: 0,E09000009,Ealing,E05013521,Ealing Common,2531,2422,109
Occupancy rating of bedrooms: 0,E09000009,Ealing,E05013522,East Acton,2832,2410,422
Occupancy rating of bedrooms: 0,E09000009,Ealing,E05013523,Greenford Broadway,2472,2207,265
Occupancy rating of bedrooms: 0,E09000009,Ealing,E05013524,Hanger Hill,2291,2120,171
Occupancy rating of bedrooms: 0,E09000009,Ealing,E05013525,Hanwell Broadway,2772,2452,320
Occupancy rating of bedrooms: 0,E09000009,Ealing,E05013526,Lady Margaret,1531,1540,-9
Occupancy rating of bedrooms: 0,E09000009,Ealing,E05013527,North Acton,3062,2440,622
Occupancy rating of bedrooms: 0,E09000009,Ealing,E05013528,North Greenford,1840,1558,282
Occupancy rating of bedrooms: 0,E09000009,Ealing,E05013529,North Hanwell,2053,1956,97
Occupancy rating of bedrooms: 0,E09000009,Ealing,E05013530,Northfield,1619,1626,-7
Occupancy rating of bedrooms: 0,E09000009,Ealing,E05013531,Northolt Mandeville,2436,2179,257
Occupancy rating of bedrooms: 0,E09000009,Ealing,E05013532,Northolt West End,2494,2442,52
Occupancy rating of bedrooms: 0,E09000009,Ealing,E05013533,Norwood Green,2090,1642,448
Occupancy rating of bedrooms: 0,E09000009,Ealing,E05013534,Perivale,1983,1739,244
Occupancy rating of bedrooms: 0,E09000009,Ealing,E05013535,Pitshanger,2186,2010,176
Occupancy rating of bedrooms: 0,E09000009,Ealing,E05013536,South Acton,3867,3125,742
Occupancy rating of bedrooms: 0,E09000009,Ealing,E05013537,Southall Broadway,905,873,32
Occupancy rating of bedrooms: 0,E09000009,Ealing,E05013538,Southall Green,1627,1453,174
Occupancy rating of bedrooms: 0,E09000009,Ealing,E05013539,Southall West,693,571,122
Occupancy rating of bedrooms: 0,E09000009,Ealing,E05013540,Southfield,2642,2250,392
Occupancy rating of bedrooms: 0,E09000009,Ealing,E05013541,Walpole,2332,2261,71
Occupancy rating of bedrooms: 0,E09000015,Harrow,E05013542,Belmont,577,643,-66
Occupancy rating of bedrooms: 0,E09000015,Harrow,E05013543,Canons,849,827,22
Occupancy rating of bedrooms: 0,E09000015,Harrow,E05013544,Centenary,1313,1070,243
Occupancy rating of bedrooms: 0,E09000015,Harrow,E05013545,Edgware,1598,1561,37
Occupancy rating of bedrooms: 0,E09000015,Harrow,E05013546,Greenhill,2338,1289,1049
Occupancy rating of bedrooms: 0,E09000015,Harrow,E05013547,Harrow on the Hill,1526,1521,5
Occupancy rating of bedrooms: 0,E09000015,Harrow,E05013548,Harrow Weald,1620,1529,91
Occupancy rating of bedrooms: 0,E09000015,Harrow,E05013549,Hatch End,790,758,32
Occupancy rating of bedrooms: 0,E09000015,Harrow,E05013550,Headstone,1554,1364,190
Occupancy rating of bedrooms: 0,E09000015,Harrow,E05013551,Kenton East,1355,1494,-139
Occupancy rating of bedrooms: 0,E09000015,Harrow,E05013552,Kenton West,598,726,-128
Occupancy rating of bedrooms: 0,E09000015,Harrow,E05013553,Marlborough,1623,1485,138
Occupancy rating of bedrooms: 0,E09000015,Harrow,E05013554,North Harrow,921,910,11
Occupancy rating of bedrooms: 0,E09000015,Harrow,E05013555,Pinner,1276,1248,28
Occupancy rating of bedrooms: 0,E09000015,Harrow,E05013556,Pinner South,1088,1003,85
Occupancy rating of bedrooms: 0,E09000015,Harrow,E05013557,Rayners Lane,792,868,-76
Occupancy rating of bedrooms: 0,E09000015,Harrow,E05013558,Roxbourne,1304,1250,54
Occupancy rating of bedrooms: 0,E09000015,Harrow,E05013559,Roxeth,1972,1783,189
Occupancy rating of bedrooms: 0,E09000015,Harrow,E05013560,Stanmore,1378,1318,60
Occupancy rating of bedrooms: 0,E09000015,Harrow,E05013561,Wealdstone North,1251,1135,116
Occupancy rating of bedrooms: 0,E09000015,Harrow,E05013562,Wealdstone South,1020,929,91
Occupancy rating of bedrooms: 0,E09000015,Harrow,E05013563,West Harrow,1252,1089,163
Occupancy rating of bedrooms: 0,E09000017,Hillingdon,E05013564,Belmore,1792,1774,18
Occupancy rating of bedrooms: 0,E09000017,Hillingdon,E05013565,Charville,1314,1332,-18
Occupancy rating of bedrooms: 0,E09000017,Hillingdon,E05013566,Colham & Cowley,2735,2381,354
Occupancy rating of bedrooms: 0,E09000017,Hillingdon,E05013567,Eastcote,1595,1495,100
Occupancy rating of bedrooms: 0,E09000017,Hillingdon,E05013568,Harefield Village,713,681,32
Occupancy rating of bedrooms: 0,E09000017,Hillingdon,E05013569,Hayes Town,2191,1510,681
Occupancy rating of bedrooms: 0,E09000017,Hillingdon,E05013570,Heathrow Villages,1973,1844,129
Occupancy rating of bedrooms: 0,E09000017,Hillingdon,E05013571,Hillingdon East,1554,1572,-18
Occupancy rating of bedrooms: 0,E09000017,Hillingdon,E05013572,Hillingdon West,1367,799,568
Occupancy rating of bedrooms: 0,E09000017,Hillingdon,E05013573,Ickenham & South Harefield,1375,1172,203
Occupancy rating of bedrooms: 0,E09000017,Hillingdon,E05013574,Northwood,1500,1368,132
Occupancy rating of bedrooms: 0,E09000017,Hillingdon,E05013575,Northwood Hills,1380,1337,43
Occupancy rating of bedrooms: 0,E09000017,Hillingdon,E05013576,Pinkwell,1832,1809,23
Occupancy rating of bedrooms: 0,E09000017,Hillingdon,E05013577,Ruislip,1620,1514,106
Occupancy rating of bedrooms: 0,E09000017,Hillingdon,E05013578,Ruislip Manor,1067,1071,-4
Occupancy rating of bedrooms: 0,E09000017,Hillingdon,E05013579,South Ruislip,1913,1822,91
Occupancy rating of bedrooms: 0,E09000017,Hillingdon,E05013580,Uxbridge,2703,2336,367
Occupancy rating of bedrooms: 0,E09000017,Hillingdon,E05013581,West Drayton,2647,2026,621
Occupancy rating of bedrooms: 0,E09000017,Hillingdon,E05013582,Wood End,2532,2322,210
Occupancy rating of bedrooms: 0,E09000017,Hillingdon,E05013583,Yeading,2063,2045,18
Occupancy rating of bedrooms: 0,E09000017,Hillingdon,E05013584,Yiewsley,2209,1747,462
Occupancy rating of bedrooms: 0,E09000014,Haringey,E05013585,Alexandra Park,885,929,-44
Occupancy rating of bedrooms: 0,E09000014,Haringey,E05013586,Bounds Green,1766,1758,8
Occupancy rating of bedrooms: 0,E09000014,Haringey,E05013587,Bruce Castle,2530,2489,41
Occupancy rating of bedrooms: 0,E09000014,Haringey,E05013588,Crouch End,2780,2844,-64
Occupancy rating of bedrooms: 0,E09000014,Haringey,E05013589,Fortis Green,1637,1753,-116
Occupancy rating of bedrooms: 0,E09000014,Haringey,E05013590,Harringay,2895,2543,352
Occupancy rating of bedrooms: 0,E09000014,Haringey,E05013591,Hermitage & Gardens,1488,1327,161
Occupancy rating of bedrooms: 0,E09000014,Haringey,E05013592,Highgate,2045,2294,-249
Occupancy rating of bedrooms: 0,E09000014,Haringey,E05013593,Hornsey,3035,2821,214
Occupancy rating of bedrooms: 0,E09000014,Haringey,E05013594,Muswell Hill,1413,1544,-131
Occupancy rating of bedrooms: 0,E09000014,Haringey,E05013595,Noel Park,2441,2441,0
Occupancy rating of bedrooms: 0,E09000014,Haringey,E05013596,Northumberland Park,2628,2562,66
Occupancy rating of bedrooms: 0,E09000014,Haringey,E05013597,St Ann's,1681,1632,49
Occupancy rating of bedrooms: 0,E09000014,Haringey,E05013598,Seven Sisters,1684,1652,32
Occupancy rating of bedrooms: 0,E09000014,Haringey,E05013599,South Tottenham,2553,2422,131
Occupancy rating of bedrooms: 0,E09000014,Haringey,E05013600,Stroud Green,2346,2433,-87
Occupancy rating of bedrooms: 0,E09000014,Haringey,E05013601,Tottenham Central,2775,2263,512
Occupancy rating of bedrooms: 0,E09000014,Haringey,E05013602,Tottenham Hale,1734,1058,676
Occupancy rating of bedrooms: 0,E09000014,Haringey,E05013603,West Green,2454,2443,11
Occupancy rating of bedrooms: 0,E09000014,Haringey,E05013604,White Hart Lane,1890,1830,60
Occupancy rating of bedrooms: 0,E09000014,Haringey,E05013605,Woodside,2946,2844,102
Occupancy rating of bedrooms: 0,E09000018,Hounslow,E05013606,Bedfont,2276,2077,199
Occupancy rating of bedrooms: 0,E09000018,Hounslow,E05013607,Brentford East,1940,1373,567
Occupancy rating of bedrooms: 0,E09000018,Hounslow,E05013608,Brentford West,1602,1406,196
Occupancy rating of bedrooms: 0,E09000018,Hounslow,E05013609,Chiswick Gunnersbury,2430,2358,72
Occupancy rating of bedrooms: 0,E09000018,Hounslow,E05013610,Chiswick Homefields,1810,1950,-140
Occupancy rating of bedrooms: 0,E09000018,Hounslow,E05013611,Chiswick Riverside,1536,1502,34
Occupancy rating of bedrooms: 0,E09000018,Hounslow,E05013612,Cranford,1773,1628,145
Occupancy rating of bedrooms: 0,E09000018,Hounslow,E05013613,Feltham North,1635,1398,237
Occupancy rating of bedrooms: 0,E09000018,Hounslow,E05013614,Feltham West,2542,2570,-28
Occupancy rating of bedrooms: 0,E09000018,Hounslow,E05013615,Hanworth Park,1410,1266,144
Occupancy rating of bedrooms: 0,E09000018,Hounslow,E05013616,Hanworth Village,2372,2244,128
Occupancy rating of bedrooms: 0,E09000018,Hounslow,E05013617,Heston Central,1537,1416,121
Occupancy rating of bedrooms: 0,E09000018,Hounslow,E05013618,Heston East,1283,1167,116
Occupancy rating of bedrooms: 0,E09000018,Hounslow,E05013619,Heston West,1751,1643,108
Occupancy rating of bedrooms: 0,E09000018,Hounslow,E05013620,Hounslow Central,1606,1257,349
Occupancy rating of bedrooms: 0,E09000018,Hounslow,E05013621,Hounslow East,1452,1054,398
Occupancy rating of bedrooms: 0,E09000018,Hounslow,E05013622,Hounslow Heath,2150,2159,-9
Occupancy rating of bedrooms: 0,E09000018,Hounslow,E05013623,Hounslow South,1382,1396,-14
Occupancy rating of bedrooms: 0,E09000018,Hounslow,E05013624,Hounslow West,1965,1482,483
Occupancy rating of bedrooms: 0,E09000018,Hounslow,E05013625,Isleworth,2152,1987,165
Occupancy rating of bedrooms: 0,E09000018,Hounslow,E05013626,Osterley & Spring Grove,1752,1525,227
Occupancy rating of bedrooms: 0,E09000018,Hounslow,E05013627,Syon & Brentford Lock,2335,1757,578
Occupancy rating of bedrooms: 0,E09000003,Barnet,E05013628,Barnet Vale,2176,1967,209
Occupancy rating of bedrooms: 0,E09000003,Barnet,E05013629,Brunswick Park,1535,1538,-3
Occupancy rating of bedrooms: 0,E09000003,Barnet,E05013630,Burnt Oak,3052,3013,39
Occupancy rating of bedrooms: 0,E09000003,Barnet,E05013631,Childs Hill,3143,2514,629
Occupancy rating of bedrooms: 0,E09000003,Barnet,E05013632,Colindale North,2322,1977,345
Occupancy rating of bedrooms: 0,E09000003,Barnet,E05013633,Colindale South,3719,1234,2485
Occupancy rating of bedrooms: 0,E09000003,Barnet,E05013634,Cricklewood,1614,1224,390
Occupancy rating of bedrooms: 0,E09000003,Barnet,E05013635,East Barnet,2210,2059,151
Occupancy rating of bedrooms: 0,E09000003,Barnet,E05013636,East Finchley,2648,2439,209
Occupancy rating of bedrooms: 0,E09000003,Barnet,E05013637,Edgware,1949,1806,143
Occupancy rating of bedrooms: 0,E09000003,Barnet,E05013638,Edgwarebury,1172,1237,-65
Occupancy rating of bedrooms: 0,E09000003,Barnet,E05013639,Finchley Church End,2262,1940,322
Occupancy rating of bedrooms: 0,E09000003,Barnet,E05013640,Friern Barnet,2975,2912,63
Occupancy rating of bedrooms: 0,E09000003,Barnet,E05013641,Garden Suburb,991,937,54
Occupancy rating of bedrooms: 0,E09000003,Barnet,E05013642,Golders Green,1887,1633,254
Occupancy rating of bedrooms: 0,E09000003,Barnet,E05013643,Hendon,3223,2771,452
Occupancy rating of bedrooms: 0,E09000003,Barnet,E05013644,High Barnet,1341,1111,230
Occupancy rating of bedrooms: 0,E09000003,Barnet,E05013645,Mill Hill,1787,1673,114
Occupancy rating of bedrooms: 0,E09000003,Barnet,E05013646,Totteridge & Woodside,1369,1204,165
Occupancy rating of bedrooms: 0,E09000003,Barnet,E05013647,Underhill,1617,1654,-37
Occupancy rating of bedrooms: 0,E09000003,Barnet,E05013648,West Finchley,2758,2655,103
Occupancy rating of bedrooms: 0,E09000003,Barnet,E05013649,West Hendon,2671,2287,384
Occupancy rating of bedrooms: 0,E09000003,Barnet,E05013650,Whetstone,1220,1069,151
Occupancy rating of bedrooms: 0,E09000003,Barnet,E05013651,Woodhouse,2153,1836,317
Occupancy rating of bedrooms: 0,E09000007,Camden,E05013652,Belsize,2728,2979,-251
Occupancy rating of bedrooms: 0,E09000007,Camden,E05013653,Bloomsbury,2834,3874,-1040
Occupancy rating of bedrooms: 0,E09000007,Camden,E05013654,Camden Square,1678,1783,-105
Occupancy rating of bedrooms: 0,E09000007,Camden,E05013655,Camden Town,1536,1504,32
Occupancy rating of bedrooms: 0,E09000007,Camden,E05013656,Fortune Green,2318,2574,-256
Occupancy rating of bedrooms: 0,E09000007,Camden,E05013657,Frognal,1113,979,134
Occupancy rating of bedrooms: 0,E09000007,Camden,E05013658,Gospel Oak,2602,2802,-200
Occupancy rating of bedrooms: 0,E09000007,Camden,E05013659,Hampstead Town,1329,1549,-220
Occupancy rating of bedrooms: 0,E09000007,Camden,E05013660,Haverstock,2570,2721,-151
Occupancy rating of bedrooms: 0,E09000007,Camden,E05013661,Highgate,1759,1945,-186
Occupancy rating of bedrooms: 0,E09000007,Camden,E05013662,Holborn & Covent Garden,2892,3255,-363
Occupancy rating of bedrooms: 0,E09000007,Camden,E05013663,Kentish Town North,1813,1871,-58
Occupancy rating of bedrooms: 0,E09000007,Camden,E05013664,Kentish Town South,2105,2212,-107
Occupancy rating of bedrooms: 0,E09000007,Camden,E05013665,Kilburn,3133,3092,41
Occupancy rating of bedrooms: 0,E09000007,Camden,E05013666,King's Cross,2489,2444,45
Occupancy rating of bedrooms: 0,E09000007,Camden,E05013667,Primrose Hill,2413,2676,-263
Occupancy rating of bedrooms: 0,E09000007,Camden,E05013668,Regent's Park,2645,2853,-208
Occupancy rating of bedrooms: 0,E09000007,Camden,E05013669,St Pancras & Somers Town,2558,2664,-106
Occupancy rating of bedrooms: 0,E09000007,Camden,E05013670,South Hampstead,2646,2448,198
Occupancy rating of bedrooms: 0,E09000007,Camden,E05013671,West Hampstead,2836,2870,-34
Occupancy rating of bedrooms: 0,E09000010,Enfield,E05013672,Arnos Grove,728,656,72
Occupancy rating of bedrooms: 0,E09000010,Enfield,E05013673,Bowes,1349,1448,-99
Occupancy rating of bedrooms: 0,E09000010,Enfield,E05013674,Brimsdown,2254,2225,29
Occupancy rating of bedrooms: 0,E09000010,Enfield,E05013675,Bullsmoor,1506,1448,58
Occupancy rating of bedrooms: 0,E09000010,Enfield,E05013676,Bush Hill Park,1255,1291,-36
Occupancy rating of bedrooms: 0,E09000010,Enfield,E05013677,Carterhatch,1768,1725,43
Occupancy rating of bedrooms: 0,E09000010,Enfield,E05013678,Cockfosters,969,848,121
Occupancy rating of bedrooms: 0,E09000010,Enfield,E05013679,Edmonton Green,2921,3102,-181
Occupancy rating of bedrooms: 0,E09000010,Enfield,E05013680,Enfield Lock,2872,2703,169
Occupancy rating of bedrooms: 0,E09000010,Enfield,E05013681,Grange Park,771,689,82
Occupancy rating of bedrooms: 0,E09000010,Enfield,E05013682,Haselbury,2406,2611,-205
Occupancy rating of bedrooms: 0,E09000010,Enfield,E05013683,Highfield,911,1058,-147
Occupancy rating of bedrooms: 0,E09000010,Enfield,E05013684,Jubilee,2202,2251,-49
Occupancy rating of bedrooms: 0,E09000010,Enfield,E05013685,Lower Edmonton,2435,2556,-121
Occupancy rating of bedrooms: 0,E09000010,Enfield,E05013686,New Southgate,1591,1533,58
Occupancy rating of bedrooms: 0,E09000010,Enfield,E05013687,Oakwood,838,834,4
Occupancy rating of bedrooms: 0,E09000010,Enfield,E05013688,Palmers Green,1542,1522,20
Occupancy rating of bedrooms: 0,E09000010,Enfield,E05013689,Ponders End,1966,1975,-9
Occupancy rating of bedrooms: 0,E09000010,Enfield,E05013690,Ridgeway,1788,1659,129
Occupancy rating of bedrooms: 0,E09000010,Enfield,E05013691,Southbury,2176,2123,53
Occupancy rating of bedrooms: 0,E09000010,Enfield,E05013692,Southgate,1871,1802,69
Occupancy rating of bedrooms: 0,E09000010,Enfield,E05013693,Town,1604,1438,166
Occupancy rating of bedrooms: 0,E09000010,Enfield,E05013694,Upper Edmonton,2279,2397,-118
Occupancy rating of bedrooms: 0,E09000010,Enfield,E05013695,Whitewebbs,1854,1918,-64
Occupancy rating of bedrooms: 0,E09000010,Enfield,E05013696,Winchmore Hill,1034,1064,-30
Occupancy rating of bedrooms: 0,E09000019,Islington,E05013697,Arsenal,3353,2866,487
Occupancy rating of bedrooms: 0,E09000019,Islington,E05013698,Barnsbury,2917,2948,-31
Occupancy rating of bedrooms: 0,E09000019,Islington,E05013699,Bunhill,2909,2748,161
Occupancy rating of bedrooms: 0,E09000019,Islington,E05013700,Caledonian,2756,2659,97
Occupancy rating of bedrooms: 0,E09000019,Islington,E05013701,Canonbury,2984,3086,-102
Occupancy rating of bedrooms: 0,E09000019,Islington,E05013702,Clerkenwell,2515,2794,-279
Occupancy rating of bedrooms: 0,E09000019,Islington,E05013703,Finsbury Park,3404,3031,373
Occupancy rating of bedrooms: 0,E09000019,Islington,E05013704,Highbury,2765,2819,-54
Occupancy rating of bedrooms: 0,E09000019,Islington,E05013705,Hillrise,3178,3165,13
Occupancy rating of bedrooms: 0,E09000019,Islington,E05013706,Holloway,2900,2804,96
Occupancy rating of bedrooms: 0,E09000019,Islington,E05013707,Junction,3293,3168,125
Occupancy rating of bedrooms: 0,E09000019,Islington,E05013708,Laycock,3073,2798,275
Occupancy rating of bedrooms: 0,E09000019,Islington,E05013709,Mildmay,3316,3360,-44
Occupancy rating of bedrooms: 0,E09000019,Islington,E05013710,St Mary's & St James',2903,2795,108
Occupancy rating of bedrooms: 0,E09000019,Islington,E05013711,St Peter's & Canalside,3084,2288,796
Occupancy rating of bedrooms: 0,E09000019,Islington,E05013712,Tollington,3304,3249,55
Occupancy rating of bedrooms: 0,E09000019,Islington,E05013713,Tufnell Park,2882,2859,23
Occupancy rating of bedrooms: 0,E09000023,Lewisham,E05013714,Bellingham,2187,1922,265
Occupancy rating of bedrooms: 0,E09000023,Lewisham,E05013715,Blackheath,3121,2810,311
Occupancy rating of bedrooms: 0,E09000023,Lewisham,E05013716,Brockley,3748,3583,165
Occupancy rating of bedrooms: 0,E09000023,Lewisham,E05013717,Catford South,1972,1992,-20
Occupancy rating of bedrooms: 0,E09000023,Lewisham,E05013718,Crofton Park,2149,2130,19
Occupancy rating of bedrooms: 0,E09000023,Lewisham,E05013719,Deptford,3605,2989,616
Occupancy rating of bedrooms: 0,E09000023,Lewisham,E05013720,Downham,2774,2833,-59
Occupancy rating of bedrooms: 0,E09000023,Lewisham,E05013721,Evelyn,3361,2390,971
Occupancy rating of bedrooms: 0,E09000023,Lewisham,E05013722,Forest Hill,2562,2571,-9
Occupancy rating of bedrooms: 0,E09000023,Lewisham,E05013723,Grove Park,2218,2276,-58
Occupancy rating of bedrooms: 0,E09000023,Lewisham,E05013724,Hither Green,3231,3112,119
Occupancy rating of bedrooms: 0,E09000023,Lewisham,E05013725,Ladywell,2325,2482,-157
Occupancy rating of bedrooms: 0,E09000023,Lewisham,E05013726,Lee Green,2147,2272,-125
Occupancy rating of bedrooms: 0,E09000023,Lewisham,E05013727,Lewisham Central,2357,1067,1290
Occupancy rating of bedrooms: 0,E09000023,Lewisham,E05013728,New Cross Gate,2200,1882,318
Occupancy rating of bedrooms: 0,E09000023,Lewisham,E05013729,Perry Vale,2810,2967,-157
Occupancy rating of bedrooms: 0,E09000023,Lewisham,E05013730,Rushey Green,3523,3148,375
Occupancy rating of bedrooms: 0,E09000023,Lewisham,E05013731,Sydenham,2925,3028,-103
Occupancy rating of bedrooms: 0,E09000023,Lewisham,E05013732,Telegraph Hill,3064,3168,-104
Occupancy rating of bedrooms: 0,E09000013,Hammersmith and Fulham,E05013733,Addison,2186,2104,82
Occupancy rating of bedrooms: 0,E09000013,Hammersmith and Fulham,E05013734,Avonmore,2032,2036,-4
Occupancy rating of bedrooms: 0,E09000013,Hammersmith and Fulham,E05013735,Brook Green,1911,1883,28
Occupancy rating of bedrooms: 0,E09000013,Hammersmith and Fulham,E05013736,College Park & Old Oak,1975,1911,64
Occupancy rating of bedrooms: 0,E09000013,Hammersmith and Fulham,E05013737,Coningham,2645,2763,-118
Occupancy rating of bedrooms: 0,E09000013,Hammersmith and Fulham,E05013738,Fulham Reach,2363,2566,-203
Occupancy rating of bedrooms: 0,E09000013,Hammersmith and Fulham,E05013739,Fulham Town,1530,1564,-34
Occupancy rating of bedrooms: 0,E09000013,Hammersmith and Fulham,E05013740,Grove,1651,1539,112
Occupancy rating of bedrooms: 0,E09000013,Hammersmith and Fulham,E05013741,Hammersmith Broadway,1846,1461,385
Occupancy rating of bedrooms: 0,E09000013,Hammersmith and Fulham,E05013742,Lillie,1789,1592,197
Occupancy rating of bedrooms: 0,E09000013,Hammersmith and Fulham,E05013743,Munster,2158,2236,-78
Occupancy rating of bedrooms: 0,E09000013,Hammersmith and Fulham,E05013744,Palace & Hurlingham,1500,1484,16
Occupancy rating of bedrooms: 0,E09000013,Hammersmith and Fulham,E05013745,Parsons Green & Sandford,986,1061,-75
Occupancy rating of bedrooms: 0,E09000013,Hammersmith and Fulham,E05013746,Ravenscourt,1476,1572,-96
Occupancy rating of bedrooms: 0,E09000013,Hammersmith and Fulham,E05013747,Sands End,2479,1946,533
Occupancy rating of bedrooms: 0,E09000013,Hammersmith and Fulham,E05013748,Shepherd's Bush Green,1545,1537,8
Occupancy rating of bedrooms: 0,E09000013,Hammersmith and Fulham,E05013749,Walham Green,1709,1593,116
Occupancy rating of bedrooms: 0,E09000013,Hammersmith and Fulham,E05013750,Wendell Park,1404,1436,-32
Occupancy rating of bedrooms: 0,E09000013,Hammersmith and Fulham,E05013751,West Kensington,2669,2746,-77
Occupancy rating of bedrooms: 0,E09000013,Hammersmith and Fulham,E05013752,White City,2070,1787,283
Occupancy rating of bedrooms: 0,E09000013,Hammersmith and Fulham,E05013753,Wormholt,1200,1154,46
Occupancy rating of bedrooms: 0,E09000029,Sutton,E05013754,Beddington,1116,1154,-38
Occupancy rating of bedrooms: 0,E09000029,Sutton,E05013755,Belmont,1660,1583,77
Occupancy rating of bedrooms: 0,E09000029,Sutton,E05013756,Carshalton Central,1253,1247,6
Occupancy rating of bedrooms: 0,E09000029,Sutton,E05013757,Carshalton South & Clockhouse,687,666,21
Occupancy rating of bedrooms: 0,E09000029,Sutton,E05013758,Cheam,856,749,107
Occupancy rating of bedrooms: 0,E09000029,Sutton,E05013759,Hackbridge,1300,927,373
Occupancy rating of bedrooms: 0,E09000029,Sutton,E05013760,North Cheam,1094,994,100
Occupancy rating of bedrooms: 0,E09000029,Sutton,E05013761,St Helier East,1332,1297,35
Occupancy rating of bedrooms: 0,E09000029,Sutton,E05013762,St Helier West,1806,1954,-148
Occupancy rating of bedrooms: 0,E09000029,Sutton,E05013763,South Beddington & Roundshaw,1413,1330,83
Occupancy rating of bedrooms: 0,E09000029,Sutton,E05013764,Stonecot,646,664,-18
Occupancy rating of bedrooms: 0,E09000029,Sutton,E05013765,Sutton Central,2689,2124,565
Occupancy rating of bedrooms: 0,E09000029,Sutton,E05013766,Sutton North,1326,1222,104
Occupancy rating of bedrooms: 0,E09000029,Sutton,E05013767,Sutton South,2750,2504,246
Occupancy rating of bedrooms: 0,E09000029,Sutton,E05013768,Sutton West & East Cheam,1703,1693,10
Occupancy rating of bedrooms: 0,E09000029,Sutton,E05013769,The Wrythe,1457,1262,195
Occupancy rating of bedrooms: 0,E09000029,Sutton,E05013770,Wallington North,1781,1585,196
Occupancy rating of bedrooms: 0,E09000029,Sutton,E05013771,Wallington South,1851,1661,190
Occupancy rating of bedrooms: 0,E09000029,Sutton,E05013772,Worcester Park North,827,794,33
Occupancy rating of bedrooms: 0,E09000029,Sutton,E05013773,Worcester Park South,472,542,-70
Occupancy rating of bedrooms: 0,E09000027,Richmond upon Thames,E05013774,Barnes,1094,1220,-126
Occupancy rating of bedrooms: 0,E09000027,Richmond upon Thames,E05013775,East Sheen,905,895,10
Occupancy rating of bedrooms: 0,E09000027,Richmond upon Thames,E05013776,Fulwell & Hampton Hill,1264,1231,33
Occupancy rating of bedrooms: 0,E09000027,Richmond upon Thames,E05013777,"Ham, Petersham & Richmond Riverside",1269,1224,45
Occupancy rating of bedrooms: 0,E09000027,Richmond upon Thames,E05013778,Hampton,1052,1097,-45
Occupancy rating of bedrooms: 0,E09000027,Richmond upon Thames,E05013779,Hampton North,1419,1420,-1
Occupancy rating of bedrooms: 0,E09000027,Richmond upon Thames,E05013780,Hampton Wick & South Teddington,1570,1535,35
Occupancy rating of bedrooms: 0,E09000027,Richmond upon Thames,E05013781,Heathfield,1069,1069,0
Occupancy rating of bedrooms: 0,E09000027,Richmond upon Thames,E05013782,Kew,1428,1389,39
Occupancy rating of bedrooms: 0,E09000027,Richmond upon Thames,E05013783,Mortlake & Barnes Common,1624,1657,-33
Occupancy rating of bedrooms: 0,E09000027,Richmond upon Thames,E05013784,North Richmond,1575,1422,153
Occupancy rating of bedrooms: 0,E09000027,Richmond upon Thames,E05013785,St Margarets & North Twickenham,1220,1232,-12
Occupancy rating of bedrooms: 0,E09000027,Richmond upon Thames,E05013786,South Richmond,1771,1816,-45
Occupancy rating of bedrooms: 0,E09000027,Richmond upon Thames,E05013787,South Twickenham,1202,1118,84
Occupancy rating of bedrooms: 0,E09000027,Richmond upon Thames,E05013788,Teddington,1450,1450,0
Occupancy rating of bedrooms: 0,E09000027,Richmond upon Thames,E05013789,Twickenham Riverside,1825,1774,51
Occupancy rating of bedrooms: 0,E09000027,Richmond upon Thames,E05013790,West Twickenham,1078,1078,0
Occupancy rating of bedrooms: 0,E09000027,Richmond upon Thames,E05013791,Whitton,882,950,-68
Occupancy rating of bedrooms: 0,E09000033,Westminster,E05013792,Abbey Road,2772,3143,-371
Occupancy rating of bedrooms: 0,E09000033,Westminster,E05013793,Bayswater,3440,3943,-503
Occupancy rating of bedrooms: 0,E09000033,Westminster,E05013794,Church Street,2457,2566,-109
Occupancy rating of bedrooms: 0,E09000033,Westminster,E05013795,Harrow Road,2774,3057,-283
Occupancy rating of bedrooms: 0,E09000033,Westminster,E05013796,Hyde Park,2350,2591,-241
Occupancy rating of bedrooms: 0,E09000033,Westminster,E05013797,Knightsbridge & Belgravia,2103,2421,-318
Occupancy rating of bedrooms: 0,E09000033,Westminster,E05013798,Lancaster Gate,3109,3873,-764
Occupancy rating of bedrooms: 0,E09000033,Westminster,E05013799,Little Venice,1992,2254,-262
Occupancy rating of bedrooms: 0,E09000033,Westminster,E05013800,Maida Vale,2387,2366,21
Occupancy rating of bedrooms: 0,E09000033,Westminster,E05013801,Marylebone,2926,3678,-752
Occupancy rating of bedrooms: 0,E09000033,Westminster,E05013802,Pimlico North,2880,3459,-579
Occupancy rating of bedrooms: 0,E09000033,Westminster,E05013803,Pimlico South,2665,3205,-540
Occupancy rating of bedrooms: 0,E09000033,Westminster,E05013804,Queen's Park,2476,2561,-85
Occupancy rating of bedrooms: 0,E09000033,Westminster,E05013805,Regent's Park,2657,3093,-436
Occupancy rating of bedrooms: 0,E09000033,Westminster,E05013806,St James's,2879,2773,106
Occupancy rating of bedrooms: 0,E09000033,Westminster,E05013807,Vincent Square,2767,2850,-83
Occupancy rating of bedrooms: 0,E09000033,Westminster,E05013808,West End,3368,3909,-541
Occupancy rating of bedrooms: 0,E09000033,Westminster,E05013809,Westbourne,2481,2659,-178
Occupancy rating of bedrooms: 0,E09000024,Merton,E05013810,Abbey,1724,1757,-33
