lad22cd,lad22nm,category,count_21
E09000030,Tower Hamlets,South Asian language: Panjabi,219
E09000030,Tower Hamlets,South Asian language: Pakistani Pahari (with Mirpuri and Potwari),1
E09000030,Tower Hamlets,South Asian language: Bengali (with Sylheti and Chatgaya),32772
E09000030,Tower Hamlets,South Asian language: Gujarati,250
E09000030,Tower Hamlets,South Asian language: Marathi,124
E09000030,Tower Hamlets,South Asian language: Telugu,186
E09000030,Tower Hamlets,South Asian language: Tamil,169
E09000030,Tower Hamlets,South Asian language: Malayalam,188
E09000030,Tower Hamlets,South Asian language: Sinhala,23
E09000030,Tower Hamlets,South Asian language: Nepalese,44
E09000030,Tower Hamlets,South Asian language: Any other South Asian language,124
E09000030,Tower Hamlets,East Asian language: Mandarin Chinese,771
E09000030,Tower Hamlets,East Asian language: Cantonese Chinese,954
E09000030,Tower Hamlets,East Asian language: All other Chinese,2748
E09000030,Tower Hamlets,East Asian language: Japanese,345
E09000030,Tower Hamlets,East Asian language: Korean,237
E09000030,Tower Hamlets,East Asian language: Vietnamese,525
E09000030,Tower Hamlets,East Asian language: Thai,150
E09000030,Tower Hamlets,East Asian language: Malay,87
E09000030,Tower Hamlets,East Asian language: Tagalog or Filipino,398
E09000030,Tower Hamlets,East Asian language: Any other East Asian language,109
E09000030,Tower Hamlets,Oceanic or Australian language,1
E09000030,Tower Hamlets,North or South American language,0
E09000030,Tower Hamlets,Caribbean Creole: English-based Caribbean Creole,0
E09000030,Tower Hamlets,Caribbean Creole: Any other Caribbean Creole,11
E09000030,Tower Hamlets,African language: Amharic,168
E09000030,Tower Hamlets,African language: Tigrinya,221
E09000030,Tower Hamlets,African language: Somali,1578
E09000030,Tower Hamlets,African language: Krio,12
E09000030,Tower Hamlets,African language: Akan,140
E09000030,Tower Hamlets,African language: Yoruba,56
E09000030,Tower Hamlets,African language: Igbo,50
E09000030,Tower Hamlets,African language: Swahili or Kiswahili,104
E09000030,Tower Hamlets,African language: Luganda,12
E09000030,Tower Hamlets,African language: Lingala,43
E09000030,Tower Hamlets,African language: Shona,17
E09000030,Tower Hamlets,African language: Afrikaans,38
E09000030,Tower Hamlets,African language: Any other Nigerian language,31
E09000030,Tower Hamlets,African language: Any other West African language,54
E09000030,Tower Hamlets,African language: Any other African language,75
E09000030,Tower Hamlets,Sign language: British Sign Language,169
E09000030,Tower Hamlets,Sign language: Any other sign language,29
E09000030,Tower Hamlets,Sign language: Any sign communication system,8
E09000030,Tower Hamlets,Other language,36
E09000031,Waltham Forest,English (English or Welsh in Wales),206863
E09000031,Waltham Forest,Welsh or Cymraeg (in England only),49
E09000031,Waltham Forest,Other UK language: Gaelic (Irish),3
E09000031,Waltham Forest,Other UK language: Gaelic (Scottish),0
E09000031,Waltham Forest,Other UK language: Manx Gaelic,0
E09000031,Waltham Forest,Other UK language: Gaelic (Not otherwise specified),0
E09000031,Waltham Forest,Other UK language: Cornish,0
E09000031,Waltham Forest,Other UK language: Scots,0
E09000031,Waltham Forest,Other UK language: Ulster Scots,0
E09000031,Waltham Forest,Other UK language: Romany English,40
E09000031,Waltham Forest,Other UK language: Irish Traveller Cant,0
E09000031,Waltham Forest,French,1284
E09000031,Waltham Forest,Portuguese,2232
E09000031,Waltham Forest,Spanish,2476
E09000031,Waltham Forest,Other European language (EU): Italian,1979
E09000031,Waltham Forest,Other European language (EU): German,298
E09000031,Waltham Forest,Other European language (EU): Polish,4279
E09000031,Waltham Forest,Other European language (EU): Slovak,342
E09000031,Waltham Forest,Other European language (EU): Czech,291
E09000031,Waltham Forest,Other European language (EU): Romanian,10573
E09000031,Waltham Forest,Other European language (EU): Lithuanian,1786
E09000031,Waltham Forest,Other European language (EU): Latvian,224
E09000031,Waltham Forest,Other European language (EU): Hungarian,1058
E09000031,Waltham Forest,Other European language (EU): Bulgarian,4397
E09000031,Waltham Forest,Other European language (EU): Greek,809
E09000031,Waltham Forest,Other European language (EU): Dutch,138
E09000031,Waltham Forest,Other European language (EU): Swedish,172
E09000031,Waltham Forest,Other European language (EU): Danish,33
E09000031,Waltham Forest,Other European language (EU): Finnish,58
E09000031,Waltham Forest,Other European language (EU): Estonian,24
E09000031,Waltham Forest,Other European language (EU): Slovenian,17
E09000031,Waltham Forest,Other European language (EU): Maltese,7
E09000031,Waltham Forest,Other European language (EU): Any other European language (EU),74
E09000031,Waltham Forest,Other European language (non EU): Albanian,1272
E09000031,Waltham Forest,Other European language (non EU): Ukrainian,702
E09000031,Waltham Forest,Other European language (non EU): Any other Eastern European language (non EU),4
E09000031,Waltham Forest,Other European language (non EU): Northern European language (non EU),65
E09000031,Waltham Forest,"Other European language (EU and non-EU): Bosnian, Croatian, Serbian, and Montenegrin",114
E09000031,Waltham Forest,Other European language (non-national): Any Romani language,0
E09000031,Waltham Forest,Other European language (non-national): Yiddish,0
E09000031,Waltham Forest,Russian,1046
E09000031,Waltham Forest,Turkish,3460
E09000031,Waltham Forest,Arabic,1331
E09000031,Waltham Forest,West or Central Asian language: Hebrew,25
E09000031,Waltham Forest,West or Central Asian language: Kurdish,290
E09000031,Waltham Forest,West or Central Asian language: Persian or Farsi,480
E09000031,Waltham Forest,West or Central Asian language: Pashto,642
E09000031,Waltham Forest,West or Central Asian language: Any other West or Central Asian language,198
E09000031,Waltham Forest,South Asian language: Urdu,4786
E09000031,Waltham Forest,South Asian language: Hindi,155
E09000031,Waltham Forest,South Asian language: Panjabi,2026
E09000031,Waltham Forest,South Asian language: Pakistani Pahari (with Mirpuri and Potwari),44
