OA21CD,LSOA21CD,MSOA21CD,LAD22CD,LAD22NM,WD22CD,WD22NM,area_of_OA_inside_ward
E00179231,E01002646,E02000542,E09000018,Hounslow,E05013622,Hounslow Heath,13440.16935
E00179275,E01033084,E02000543,E09000018,Hounslow,E05013620,Hounslow Central,16756.74843
E00179275,E01033084,E02000543,E09000018,Hounslow,E05013622,Hounslow Heath,18.99782734
E00015220,E01003018,E02000637,E09000022,Lambeth,E05014095,Brixton Acre Lane,20479.19228
E00015043,E01002991,E02000606,E09000021,Kingston upon Thames,E05013943,St Mark's & Seething Wells,27034.33761
E00181011,E01034141,E02000213,E09000008,Croydon,E05011468,Fairfield,13983.01323
E00181020,E01004170,E02000856,E09000029,Sutton,E05013770,Wallington North,16203.11407
E00014962,E01002969,E02000602,E09000021,Kingston upon Thames,E05013941,Norbiton,13546.07755
E00014673,E01002913,E02000597,E09000020,Kensington and Chelsea,E05009405,Stanley,12010.76781
E00014643,E01002908,E02000579,E09000020,Kensington and Chelsea,E05009394,Dalgarno,11380.20708
E00014643,E01002908,E02000579,E09000020,Kensington and Chelsea,E05009404,St. Helen's,269.9647993
E00014643,E01002908,E02000579,E09000020,Kensington and Chelsea,E05013736,College Park & Old Oak,46.88066186
E00014641,E01002907,E02000578,E09000020,Kensington and Chelsea,E05009394,Dalgarno,11772.4712
E00014641,E01002907,E02000578,E09000020,Kensington and Chelsea,E05013736,College Park & Old Oak,4.140577907
E00014593,E01002903,E02000594,E09000020,Kensington and Chelsea,E05009403,Royal Hospital,20420.29468
E00014593,E01002903,E02000594,E09000020,Kensington and Chelsea,E05009405,Stanley,177.839718
E00014528,E01002891,E02000586,E09000020,Kensington and Chelsea,E05009401,Queen's Gate,11838.69514
E00014458,E01002876,E02000579,E09000020,Kensington and Chelsea,E05009404,St. Helen's,22915.09657
E00014430,E01002873,E02000583,E09000020,Kensington and Chelsea,E05009397,Holland,267.8994831
E00014430,E01002873,E02000583,E09000020,Kensington and Chelsea,E05009398,Norland,22157.08588
E00014429,E01002873,E02000583,E09000020,Kensington and Chelsea,E05009398,Norland,21578.30273
E00014429,E01002873,E02000583,E09000020,Kensington and Chelsea,E05013748,Shepherd's Bush Green,12.94987137
E00182053,E01003559,E02000722,E09000025,Newham,E05013912,Forest Gate South,21433.73108
E00182053,E01003559,E02000722,E09000025,Newham,E05013917,Maryland,0.114591999
E00182058,E01001587,E02000328,E09000011,Greenwich,E05014073,Blackheath Westcombe,23163.10434
E00182058,E01001587,E02000328,E09000011,Greenwich,E05014076,East Greenwich,100.3246548
E00182230,E01003568,E02000730,E09000025,Newham,E05013914,Green Street West,18917.34347
E00182287,E01034183,E02006930,E09000011,Greenwich,E05014076,East Greenwich,17494.04571
E00182308,E01033579,E02006997,E09000025,Newham,E05009319,Bow East,256.8260109
E00182308,E01033579,E02006997,E09000025,Newham,E05013924,Stratford,17335.17404
E00182320,E01003532,E02000723,E09000025,Newham,E05013921,Plashet,12456.13974
E00182393,E01003508,E02000744,E09000025,Newham,E05013908,Custom House,10459.8011
E00182393,E01003508,E02000744,E09000025,Newham,E05013920,Plaistow West & Canning Town East,2055.740108
E00182639,E01034386,E02000144,E09000006,Bromley,E05013991,Bromley Town,14498.58425
E00182639,E01034386,E02000144,E09000006,Bromley,E05014005,Shortlands & Park Langley,73.03651519
E00014370,E01002860,E02000588,E09000020,Kensington and Chelsea,E05009389,Brompton & Hans Town,12696.46921
E00014357,E01002863,E02000588,E09000020,Kensington and Chelsea,E05009389,Brompton & Hans Town,10803.89821
E00014323,E01002855,E02000577,E09000020,Kensington and Chelsea,E05009396,Golborne,17198.55358
E00014231,E01002845,E02000595,E09000020,Kensington and Chelsea,E05009391,Chelsea Riverside,20949.45993
E00014188,E01002839,E02000589,E09000020,Kensington and Chelsea,E05009393,Courtfield,8783.522496
E00183186,E01033099,E02000926,E09000032,Wandsworth,E05014018,St Mary's,21864.54292
E00014129,E01002825,E02000584,E09000020,Kensington and Chelsea,E05009390,Campden,18644.56617
E00014044,E01002813,E02000587,E09000020,Kensington and Chelsea,E05009388,Abingdon,19311.27583
E00013977,E01002799,E02000571,E09000019,Islington,E05013710,St Mary's & St James',11904.69911
E00183773,E01032782,E02006854,E09000030,Tower Hamlets,E05009323,Canary Wharf,18342.46747
E00183777,E01035658,E02000864,E09000030,Tower Hamlets,E05009319,Bow East,20454.9466
E00183787,E01035660,E02000865,E09000030,Tower Hamlets,E05009331,St Peter's,15456.08113
E00183868,E01001823,E02000345,E09000012,Hackney,E05009383,Springfield,26179.07705
E00183909,E01002735,E02000556,E09000019,Islington,E05013703,Finsbury Park,14111.48437
E00183979,E01004212,E02000874,E09000030,Tower Hamlets,E05009317,Bethnal Green,6.920244151
E00183979,E01004212,E02000874,E09000030,Tower Hamlets,E05009331,St Peter's,16438.3555
E00183998,E01035680,E02000882,E09000030,Tower Hamlets,E05009329,St Dunstan's,19954.47273
E00184015,E01035674,E02000877,E09000030,Tower Hamlets,E05009321,Bromley North,13449.09768
E00184015,E01035674,E02000877,E09000030,Tower Hamlets,E05009327,Mile End,0.097415883
E00184029,E01002702,E02000576,E09000019,Islington,E05013699,Bunhill,12864.29263
E00184029,E01002702,E02000576,E09000019,Islington,E05013711,St Peter's & Canalside,8231.216217
E00013971,E01002797,E02000571,E09000019,Islington,E05013701,Canonbury,21845.90532
E00013971,E01002797,E02000571,E09000019,Islington,E05013710,St Mary's & St James',30.95471326
E00013930,E01002793,E02000569,E09000019,Islington,E05013710,St Mary's & St James',13125.82232
E00013864,E01002780,E02000567,E09000019,Islington,E05013709,Mildmay,21196.2843
E00013860,E01002781,E02000565,E09000019,Islington,E05013709,Mildmay,15015.82854
E00013799,E01002768,E02000557,E09000019,Islington,E05013707,Junction,17466.27718
E00013749,E01002764,E02000563,E09000019,Islington,E05013706,Holloway,17161.90339
E00013720,E01002760,E02000555,E09000019,Islington,E05013705,Hillrise,15352.11354
E00013706,E01002753,E02000555,E09000019,Islington,E05013705,Hillrise,16241.31437
E00013705,E01002760,E02000555,E09000019,Islington,E05013705,Hillrise,18026.99088
E00013685,E01002745,E02000566,E09000019,Islington,E05013697,Arsenal,0.32776812
E00013685,E01002745,E02000566,E09000019,Islington,E05013704,Highbury,22518.45518
E00013664,E01002747,E02000559,E09000019,Islington,E05013697,Arsenal,529.8395926
E00013664,E01002747,E02000559,E09000019,Islington,E05013703,Finsbury Park,21104.386
E00013619,E01002737,E02000558,E09000019,Islington,E05013703,Finsbury Park,14145.76328
E00013619,E01002737,E02000558,E09000019,Islington,E05013712,Tollington,20.28621982
E00013603,E01002735,E02000556,E09000019,Islington,E05013703,Finsbury Park,11394.56087
E00013603,E01002735,E02000556,E09000019,Islington,E05013712,Tollington,90.62291167
E00013586,E01002733,E02000560,E09000019,Islington,E05013712,Tollington,17106.73005
E00013586,E01002733,E02000560,E09000019,Islington,E05013713,Tufnell Park,16.25482618
E00013582,E01002737,E02000558,E09000019,Islington,E05013703,Finsbury Park,4672.151115
E00013582,E01002737,E02000558,E09000019,Islington,E05013712,Tollington,9228.985105
E00013575,E01002726,E02000575,E09000019,Islington,E05013702,Clerkenwell,13910.09443
E00013557,E01002727,E02000574,E09000019,Islington,E05013702,Clerkenwell,23524.82216
E00013519,E01002722,E02000571,E09000019,Islington,E05013701,Canonbury,11461.40792
E00013515,E01002719,E02000569,E09000019,Islington,E05013701,Canonbury,15360.78732
E00013515,E01002719,E02000569,E09000019,Islington,E05013710,St Mary's & St James',109.1096142
E00013506,E01002720,E02000569,E09000019,Islington,E05013701,Canonbury,13396.95496
E00013502,E01002715,E02000572,E09000019,Islington,E05013698,Barnsbury,2792.266819
E00013502,E01002715,E02000572,E09000019,Islington,E05013700,Caledonian,8975.021615
E00013406,E01002699,E02000570,E09000019,Islington,E05013698,Barnsbury,19115.59129
E00013406,E01002699,E02000570,E09000019,Islington,E05013710,St Mary's & St James',1.69535905
E00013388,E01002696,E02000573,E09000019,Islington,E05013698,Barnsbury,17424.37578
E00013388,E01002696,E02000573,E09000019,Islington,E05013710,St Mary's & St James',1.574535852
E00013264,E01002668,E02000539,E09000018,Hounslow,E05013623,Hounslow South,2.310900798
E00013264,E01002668,E02000539,E09000018,Hounslow,E05013625,Isleworth,19680.28797
E00013177,E01002647,E02000546,E09000018,Hounslow,E05013622,Hounslow Heath,21822.05904
E00013149,E01033084,E02000543,E09000018,Hounslow,E05013620,Hounslow Central,14565.52427
E00013149,E01033084,E02000543,E09000018,Hounslow,E05013622,Hounslow Heath,5.099776083
E00013102,E01002634,E02000530,E09000018,Hounslow,E05013619,Heston West,22046.48151
E00011320,E01002264,E02000489,E09000016,Havering,E05013969,Elm Park,19819.60482
E00011172,E01002237,E02000456,E09000015,Harrow,E05013554,North Harrow,609.106733
E00011172,E01002237,E02000456,E09000015,Harrow,E05013563,West Harrow,21292.11271
E00010721,E01002135,E02000461,E09000015,Harrow,E05013547,Harrow on the Hill,18939.50914
E00010539,E01002101,E02000403,E09000014,Haringey,E05013605,Woodside,18867.60621
E00010537,E01002101,E02000403,E09000014,Haringey,E05013605,Woodside,18157.02343
E00010537,E01002101,E02000403,E09000014,Haringey,E05013673,Bowes,215.9100432
E00010522,E01002092,E02000402,E09000014,Haringey,E05013587,Bruce Castle,16011.2214
E00010490,E01002085,E02000415,E09000014,Haringey,E05013603,West Green,17339.10284
E00010460,E01002087,E02000415,E09000014,Haringey,E05013603,West Green,23565.05931
E00010421,E01002078,E02000411,E09000014,Haringey,E05013599,South Tottenham,18681.20405
E00010421,E01002078,E02000411,E09000014,Haringey,E05013899,St James,4.321038767
E00010360,E01002063,E02000432,E09000014,Haringey,E05013600,Stroud Green,13485.08988
E00010334,E01002060,E02000424,E09000014,Haringey,E05013600,Stroud Green,25248.1056
E00010282,E01002047,E02000423,E09000014,Haringey,E05013591,Hermitage & Gardens,22667.71267
E00010205,E01002033,E02000406,E09000014,Haringey,E05013595,Noel Park,20366.4738
E00010160,E01002023,E02000417,E09000014,Haringey,E05013594,Muswell Hill,20466.32685
E00010134,E01002014,E02000416,E09000014,Haringey,E05013593,Hornsey,12755.24251
E00010124,E01033086,E02000416,E09000014,Haringey,E05013593,Hornsey,17018.22127
E00010121,E01002013,E02000418,E09000014,Haringey,E05013593,Hornsey,21082.02104
E00010120,E01033086,E02000416,E09000014,Haringey,E05013593,Hornsey,12645.65166
E00010109,E01002016,E02000424,E09000014,Haringey,E05013593,Hornsey,17938.16777
E00010109,E01002016,E02000424,E09000014,Haringey,E05013600,Stroud Green,8.180340832
E00010077,E01002011,E02000426,E09000014,Haringey,E05013592,Highgate,24268.78142
E00010057,E01002001,E02000427,E09000014,Haringey,E05013590,Harringay,17102.15679
E00010007,E01001991,E02000413,E09000014,Haringey,E05013589,Fortis Green,3826.453405
E00010007,E01001991,E02000413,E09000014,Haringey,E05013594,Muswell Hill,13241.08736
E00009920,E01001980,E02000414,E09000014,Haringey,E05013601,Tottenham Central,17197.78848
E00009895,E01001975,E02000397,E09000014,Haringey,E05013605,Woodside,16443.64562
E00009895,E01001975,E02000397,E09000014,Haringey,E05013673,Bowes,335.7475633
E00190352,E01000855,E02000193,E09000007,Camden,E05013653,Bloomsbury,19342.52418
E00190352,E01000855,E02000193,E09000007,Camden,E05013662,Holborn & Covent Garden,19.18755881
E00190352,E01000855,E02000193,E09000007,Camden,E05013666,King's Cross,90.69742407
E00009834,E01001968,E02000410,E09000014,Haringey,E05013589,Fortis Green,22410.27407
E00009820,E01001954,E02000374,E09000013,Hammersmith and Fulham,E05013753,Wormholt,11195.10374
E00190467,E01002814,E02000591,E09000020,Kensington and Chelsea,E05009388,Abingdon,22.50541197
E00190467,E01002814,E02000591,E09000020,Kensington and Chelsea,E05009397,Holland,27862.55263
E00190467,E01002814,E02000591,E09000020,Kensington and Chelsea,E05013734,Avonmore,2.576466872
E00009727,E01001940,E02000376,E09000013,Hammersmith and Fulham,E05013737,Coningham,14410.3413
E00009727,E01001940,E02000376,E09000013,Hammersmith and Fulham,E05013740,Grove,21.84731694
E00009638,E01001924,E02000391,E09000013,Hammersmith and Fulham,E05013745,Parsons Green & Sandford,22990.05061
E00009634,E01001924,E02000391,E09000013,Hammersmith and Fulham,E05013745,Parsons Green & Sandford,23349.73753
E00009624,E01001923,E02000391,E09000013,Hammersmith and Fulham,E05013745,Parsons Green & Sandford,15293.15965
E00009598,E01001918,E02000389,E09000013,Hammersmith and Fulham,E05013743,Munster,41.12335306
E00009598,E01001918,E02000389,E09000013,Hammersmith and Fulham,E05013744,Palace & Hurlingham,14763.49419
E00009566,E01001911,E02000386,E09000013,Hammersmith and Fulham,E05013751,West Kensington,13208.3658
E00009516,E01001907,E02000393,E09000013,Hammersmith and Fulham,E05013739,Fulham Town,40.07594694
E00009516,E01001907,E02000393,E09000013,Hammersmith and Fulham,E05013743,Munster,14001.06881
E00009477,E01001897,E02000380,E09000013,Hammersmith and Fulham,E05013740,Grove,10863.61468
E00009468,E01001896,E02000380,E09000013,Hammersmith and Fulham,E05013737,Coningham,57.57108856
E00009468,E01001896,E02000380,E09000013,Hammersmith and Fulham,E05013740,Grove,20677.39743
E00009468,E01001896,E02000380,E09000013,Hammersmith and Fulham,E05013748,Shepherd's Bush Green,223.500368
E00009436,E01001892,E02000387,E09000013,Hammersmith and Fulham,E05013738,Fulham Reach,21919.09472
E00009436,E01001892,E02000387,E09000013,Hammersmith and Fulham,E05013751,West Kensington,252.7454236
E00009385,E01001879,E02000390,E09000013,Hammersmith and Fulham,E05013742,Lillie,14537.89889
E00009385,E01001879,E02000390,E09000013,Hammersmith and Fulham,E05013743,Munster,775.2161657
E00009335,E01001873,E02000381,E09000013,Hammersmith and Fulham,E05013735,Brook Green,10653.45544
E00009321,E01001868,E02000383,E09000013,Hammersmith and Fulham,E05013734,Avonmore,9814.622202
E00009289,E01001864,E02000377,E09000013,Hammersmith and Fulham,E05013737,Coningham,13361.63414
E00009286,E01001864,E02000377,E09000013,Hammersmith and Fulham,E05013737,Coningham,18240.8249
E00009274,E01001861,E02000377,E09000013,Hammersmith and Fulham,E05013522,East Acton,1.831445017
