gss_code_ward,ward_name,la_gss_code,la_name,category,count_21,count_11,change
E05009373,Hackney Downs,E09000012,Hackney,Other method of travel to work,73,41,32
E05009373,Hackney Downs,E09000012,Hackney,Passenger in a car or van,45,43,2
E05009373,Hackney Downs,E09000012,Hackney,Taxi,40,19,21
E05009373,Hackney Downs,E09000012,Hackney,Train,305,663,-358
E05009373,Hackney Downs,E09000012,Hackney,"Underground, metro, light rail, tram",461,1073,-612
E05009373,Hackney Downs,E09000012,Hackney,Work mainly at or from home,3397,345,3052
E05009374,Hackney Wick,E09000012,Hackney,Bicycle,491,733,-242
E05009374,Hackney Wick,E09000012,Hackney,"Bus, minibus or coach",637,1287,-650
E05009374,Hackney Wick,E09000012,Hackney,Driving a car or van,665,765,-100
E05009374,Hackney Wick,E09000012,Hackney,"Motorcycle, scooter or moped",32,60,-28
E05009374,Hackney Wick,E09000012,Hackney,Not in employment or aged 15 years and under,6384,3701,2683
E05009374,Hackney Wick,E09000012,Hackney,On foot,441,422,19
E05009374,Hackney Wick,E09000012,Hackney,Other method of travel to work,62,37,25
E05009374,Hackney Wick,E09000012,Hackney,Passenger in a car or van,45,43,2
